societe,page,table_num,Actifs du Bilan Combiné arrêté au 31/12/ 2025,Note,31/12/2025,col,col_2,col_3,col_4,col_5,col_6,col_7,31/12/2024,col_8,col_9,col_10,col_11,Entreprise,Fonds des,"Actifs nets/Capitaux propres et passif du bilan
combiné arrêté au 31/12/ 2025",col_12,col_13,col_14,col_15,Etat de Surplus ou Déficit du Fonds Takaful Général (exprimé en dinars),L'état de Résultat de l'entreprise Takaful et/ou Rétakaful (Exprimé en dinars),2025,2024,Annexe 7 : Modèle de l’Etat des flux de trésorerie Combiné,"31/12/2024, ce qui repréVsaelneuter buruntee augmentation de Valeur Brute To t:a l Amort Dotation Total Amort Valeur nette
Libellés Acquisition 2025
31/12/2024 31/12/2025 31/12/2024 2025 31/12/2025 31/12/2025","Valeur b rute Acquisition Valeur Brute Total Amort Dotation Total Amort Valeur n ette
Libellés
31/12/2024 2025 31/12/2025 31/12/2024 2025 31/12/2025 31/12/2025","ils se détaillent comme suit :
Valeur nette
Libellés Valeur brut Valeur nette 2024 Variation
Provision 2025",Total Placements Fonds des Adhérents 330 159 795 - 2 080 998 328 078 797 262 555 614 65 523 183,Total Placements de l’opérateur du fonds 62 829 168 - 1 412 271 61 416 897 53 164 068 8 252 829,Libellés Montant 2025 Montant 2024 Variation,":
Libellés Montant 2025 Montant 2024 Variation",se détaillant comme suit : Libellés,Montant 2025,Montant 2024,Variation,Total Fonds des Adhérents,5 983 730,4 495 429,1 488 301,Total opérateur du fonds,16 428 588,14 519 977,1 908 610,Libellés Montant 2025 Montant 2024 Variatio n,Total opérateur 897 331 2 324 458 -1 427 128,"mouvements et ajustements intervenus au cours de la période considérée :
Affectations Actifs Nets 2025
Actifs Nets 2024 Surplus ou déficit
Libellés et Distributions Avant
Avant Affectation 2025
imputations Affectation","dinars au 31/12/2024, enregistrant une variation de dinars :
Capitaux propres Affectations Capitaux
Augmentatio Autre
Libellés 2024 Avant et Dividendes Résultat 2025 Propres 2025
n de capital Mouvements
Affectation imputations avant Affectation","Résultats
reportés","Résultat de
l'exercice 2025",Libellés,STuortpallu Fso aǹ ddiss tdreibsu Aedr hérents,112 470697 2 82167,135 2231 34 3307 6,-848455 759660,"ETotatta, lO Orgpaénriastmeue rd de use f́counrditse ́ sociale",71 870486 180207,71 269852 383085,56133 7 06222,"Les primes émises et acceptées présentent un solde net au 31/12/20V2a5r idatei on
Variation Opérations
Primes acquises / des Primes
Primes émises Annulation des Primes A Cessions Nettes au
Branches Acquises
Annuler 31/12/2025
Non Emises","2024, soit une augmentation de s’analysant comme suit :
opérations Brutes opérations opérations nettes
Libellé cessions 2025 variations nettes
2025 nettes 2025 2024",Branches,Primes,"Annulation
s et
Ristournes","Primes A
Annuler",Primes_2,"Variation
PPNA 2025","Prime
Acquises",cessions,col_16,Opérations,col_17,Annulation,Primes A,Prime,"soit une augmentation de s’analysant comme suit :
opérations opérations nettes opérations variations
Libellé cessions 2024
Brutes 2025 2025 nettes 2024 nettes",Actifs Nets 2024 Avant,Affectations et,Distributions,Surplus ou,Actifs Nets 2025 Avant,Capitaux propres,Affectations,"Augmentati
on de capital",Autre,Dividendes,"Résultat
2025",Capitaux Propres,Augmentati,Résultat,Désignation,Valeur brute,Amortissements et provisions,VCN,"Placements immobiliers et placements
immobiliers en cours","Origine des Fonds
placés (Fonds des
adhérents ou
entreprise Takaful)",Année d'inventaire,Exercice de survenance,Année d'in ventaire,Revenus et,Autres revenus et frais financiers,Annexe 14: Ventilation de surplus ou déficit par catégorie d'assurance(assurance takaful,AUTO,TRANS,INCENDIE,DIVERS,Total,Raccordement,Ass Familial et Capit,TOTAL,Affectation du placement,Montant (DT),"ressortent des Etats Financiers relatifs à
Montants bruts en Dinars",l’exeDrciirceec ctleousr l eG 3é1n édréacle mbr,e 2025 sAe dpmréisneinstternatt ecuomrsm e suit:
ZITOUNA,8,1,,,,,,,,,,Rétakaful,,,combiné,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Flux de trésorerie liés à l'exploitation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,8,1,,,,223 996 264,0,,223 996 264,178 844 516,,0,,,178 844 516,,,,,,,,,,,,,,Encaissements des primes reçues des adhérents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,8,1,,,,-53 008 572,0,,-53 008 572,-38 530 471,,0,,,-38 530 471,,,,,,,,,,,,,,Sommes versées pour paiement des sinistres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,8,1,,,,-9 212 723,0,,-9 212 723,-2 683 459,,0,,,-2 683 459,,,,,,,,,,,,,,Décaissements de primes pour les cessions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,8,1,,,,1 207 208,0,,1 207 208,1 190 835,,0,,,1 190 835,,,,,,,,,,,,,,Encaissements des sinistres pour les cessions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,8,1,,,,2 258 063,0,,2 258 063,2 918 929,,0,,,2 918 929,,,,,,,,,,,,,,Commissions reçues sur les cessions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,8,1,,,,-30 392 723,0,,-30 392 723,-7 908 974,,0,,,-7 908 974,,,,,,,,,,,,,,Commissions versées aux intermédiaires,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,8,1,,,,0,29 797 587,,29 797 587,0,,21 772 726,,,21 772 726,,,,,,,,,,,,,,Encaissement WAKALA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,8,1,,,,-29 797 587,0,,-29 797 587,-21 772 726,,0,,,-21 772 726,,,,,,,,,,,,,,Décaissement WAKALA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,8,1,,,,-12 366,-20 558 097,-20 570 463,,"-50 282
-1 151 949 892","-18 480 946
-60 930 900",,,"-18 531 228
-1 212 880 792",,,,,,,,,,,,,,,Sommes versées aux fournisseurs et au personnel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,8,1,,,,-107 590 768,-28 978 000,,-136 568 768,,,,,,,,,,,,,,,,,,,,Décaissements liés à l'acquisition de placements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,8,1,,,,8 911 283,14 027 899,22 939 182,,1 048 951 953,59 864 476,,,1 108 816 429,,,,,,,,,,,,,,,"financiers
Encaissements liés à la cession de placements financiers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,8,1,,,,-18 478 062,-4 135 478,,-22 613 540,-17 483 502,,-4 367 037,,,-21 850 538,,,,,,,,,,,,,,Taxes sur les assurances versées au Trésor Produits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,8,1,,,,19 367 057,1 290 508,,20 657 565,18 336 213,,920 616,,,19 256 829,,,,,,,,,,,,,,"financiers reçus
Produit financier reçu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,8,1,,,,0,7 379 391,,7 379 391,0,,5 953 162,,,5 953 162,,,,,,,,,,,,,,Encaissement MOUDHARABA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,8,1,,,,-7 379 391,0,,-7 379 391,-5 953 162,,0,,,-5 953 162,,,,,,,,,,,,,,Décaissement MOUDHARABA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,8,1,,,,-275 776,-149 753,,-425 530,-789 788,,-31 864,,,-821 652,,,,,,,,,,,,,,Impôts sur les bénéfices payés Autres mouvements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,8,1,,,,-408 092,-341 014,,-749 106,2 839 312,,4 171 592,,,7 010 904,,,,,,,,,,,,,,Flux de trésorerie provenant de l'exploitation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,8,1,,,,0,984 930,,984 930,-280 878,,-528 642,,,-809 520,,,,,,,,,,,,,,"Autres mouvements
Flux de trésorerie liés aux activités d'investissement",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,8,1,,,,0,-1 086 114,-1 086 114,,0,-1 608 754,,,-1 608 754,,,,,,,,,,,,,,,"Décaissements provenant de l'acquisition
d'immobilisations incorporelles et corporelles",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,8,1,,,,0,0,0,,0,96 272,,,96 272,,,,,,,,,,,,,,,"Encaissements provenant de la cession
d'immobilisations incorporelles et corporelles
Décaissements provenant de l'acquisition de placements",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,8,1,,,,"0
0","0
-1 086 114","0
-1 086 114",,"0
0","-945 000
-2 457 481",,,"-945 000
-2 457 481",,,,,,,,,,,,,,,"aFulupxr èdse d t'reénstorreeprriiese psr loiéveesn oaun ta vdeecs uanc tliiveint édse
pda'irntviceisptaistisoenm ent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Flux de trésorerie liés aux activités de financement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,8,1,,,,0,0,,0,0,,0,,,0,,,,,,,,,,,,,,Encaissements suite à l'émission d'actions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,8,1,,,,0,0,,0,0,,0,,,0,,,,,,,,,,,,,,Dividendes et autres distributions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,8,1,,,,0,0,,0,0,,0,,,0,,,,,,,,,,,,,,Encaissement provenant de la cession de placements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,8,1,,,,0,0,,0,0,,0,,,0,,,,,,,,,,,,,,Encaissements provenant d'emprunts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,8,1,,,,"0
00","0
00","0
00",,"0
00","0
00",,,"0
00",,,,,,,,,,,,,,,"RFleumx bdoeu trrséesmoreenrtsie d p'ermovpernuanntst des activités de
Afinugamnceenmtaetniotn s/ Diminutions des ressources spéciales",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,8,1,,,,-408 092,-1 427 128,,-1 835 220,2 839 312,,1 714 111,,,4 553 422,,,,,,,,,,,,,,IVnacridiaetniocen ddees tvraérsioatrieornise d e taux de change sur les,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,8,1,,,,3 199 074,2 324 458,,5 523 532,359 762,,610 348,,,970 109,,,,,,,,,,,,,,"liquidités ou équivalents de liquidités
Trésorerie de début d'exercice",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,8,1,,,,2 790 982,897 330,3 688 312,,3 199 074,2 324 458,,,5 523 532,,,,,,,,,,,,,,,Trésorerie de fin d'exercice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,17,1,,,,2 077 418 129 936 2 207 354 1 863 763 137 642 2 001 405 205 949,,,,,,,,,,,,,,,,,,,,,,,,Logiciel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,17,1,,,,372 771 76 611 449 382 - - - 449 382,,,,,,,,,,,,,,,,,,,,,,,,Logiciel en cours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,18,1,,,,1 613 781,355 049,1 968 831,1 058 485,154 769,1 213 253,755 577,,,,,,,,,,,,,,,,,,,AAI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,18,1,,,,2 393 761,83 565,2 477 327,1 380 645,397 657,1 778 301,699 025,,,,,,,,,,,,,,,,,,,Matériel Informatique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,18,1,,,,1 850 514,250 127,2 100 641,809 689,311 495,1 121 184,979 458,,,,,,,,,,,,,,,,,,,Matériel de Transport (IJARA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,18,1,,,,1 527 583,207 263,1 734 845,627 658,241 718,869 376,865 469,,,,,,,,,,,,,,,,,,,Mobilier et Matériel de Bureau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,18,1,,,,44 610,108 908,153 519,27 416,20 482,47 897,105 621,,,,,,,,,,,,,,,,,,,Autres Immo. Corporels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Total 7 430 250 1 004 912 8 435 162 3 903 892 1 126 120 5 030 012 3 405 150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,18,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Placements Fonds des Adhérents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,18,2,,,,2 375 030 - 2 037 503 337 527 375 031 - 37 504,,,,,,,,,,,,,,,,,,,,,,,,,,Actions Zitouna Tamkeen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,18,2,,,,4 833 333 - 4 833 333 6 500 000 - 1 666 667,,,,,,,,,,,,,,,,,,,,,,,,,,Wakala Bel Istithmar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,18,2,,,,1 200 000 - 1 200 000 3 000 000 - 1 800 000,,,,,,,,,,,,,,,,,,,,,,,,,,Obligation WIFAK BANK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,18,2,,,,3 090 000 - 43 495 3 046 505 3 090 000 - 43 495,,,,,,,,,,,,,,,,,,,,,,,,,,FCPR ZITOUNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,18,2,,,,150 000 - 150 000 150 000 -,,,,,,,,,,,,,,,,,,,,,,,,,,Emprunt National,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,18,2,,,,317 810 000 - 317 810 000 248 767 500 69 042 500,,,,,,,,,,,,,,,,,,,,,,,,,,Placements Bancaires,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,18,2,,,,407 439 - 407 439 390 037 17 402,,,,,,,,,,,,,,,,,,,,,,,,,,Créances auprès des Entreprises Cédantes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,18,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Placements de l’opérateur du fonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,18,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Total Placements 392 988 963 - 3 493 269 389 495 694 315 719 682 73 776 012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Provisions pour primes non acquises 5 427 887 4 803 463 624 423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Provisions d’assurance Takaful Familial 970 783 973 194 - 2 410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Provisions pour sinistres Takaful Familial 311 867 272 928 38 939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Provisions pour sinistres Takaful Général 14 405 260 13 752 115 653 144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Total 21 115 797 19 801 701 1 314 096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,19,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primes acquises et non émises,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,19,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primes à annuler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,19,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Créances nées d’opérations d’assurance directe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,19,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Provisions sur créances,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,19,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,19,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hors IDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,19,2,,,,-160 883,-144 745 -16 138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Provision sur créance IDA et Hors IDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,19,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Total 27 080 996 31 532 996 -4 452 000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,19,3,,,,5 983 730 Dinars 16 428 588 Dinars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,19,3,,,,Au terme de l'exercice clo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,19,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,19,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 983 730,4 495 429,1 488 301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,19,6,,,,"Débiteurs divers
Total","1 584 756
22 412 317",,"1 339 312
19 015 406",,"245 444
3 396 911",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZITOUNA,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
