AC12 Concessions, brevets, licences, marques
AC13 Fonds commercial
AC2 Actifs corporels d'exploitation
AC21 Installations techniques et machines
AC22 Autres installations, outillage et mobilier
AC3 Placements
AC31 Terrains et constructions
AC311 Terrains et constructions d'exploitation
AC312 Terrains et constructions hors exploitation
STAR,5,1,,,,,,,,,,,108 873,,108 873,220 751,220 488,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,5,1,,,,,,,,,,,"0
6 560 512
1 520 490",,"0
6 560 512
313 284","0
6 264 860
925 773","0
11 632 404
5 625 473",,"0
0
-1 207 206",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,5,1,,,,,,,,,,,8 081 002,,6 873 796,7 190 633,17 257 877,,-1 207 206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,5,1,,,,,,,,,,,11 453 425,,11 453 425,10 712 205,21 630 094,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,5,1,,,,,,,,,,,11 453 425,,11 453 425,10 712 205,21 630 094,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,5,1,,,,,,,,,,,"723 848
3 400 264
0
1 177 908
0",,"723 848
3 400 264
0
1 177 908
0","507 225
3 441 666
0
745 311
49 211","506 780
6 699 527
0
1 100 737
50 024",,"0
0
0
0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,5,1,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,5,1,,,,,,,,,,,4 578 172,,4 578 172,4 137 766,7 750 240,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,5,1,,,,,,,,,,,"507 587
29 939
0
0",,"507 587
29 939
0
0","329 198
31 231
0
0","986 857
63 974
0
0",,"0
0
0
0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,5,1,,,,,,,,,,,29 939,,29 939,31 231,63 974,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,5,1,,,,,,,,,,,"0
0",,"0
0","0
0","0
0",,"0
0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,5,1,"Sous total (résultat technique de
RTV
l'assurance et/ou de la réassurance vie)",,,,,,,,,,10 782 888,,11 608 594,8 158 589,14 438 937,,-825 706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,6,1,"Résultat technique de l'assurance et/ou de la réassurance non
RTNV
vie
RTV Résultat technique de l'assurance et/ou de la réassurance vie
PRNT1 Produits des placements (assurance et/ou réassurance non vie)
PRNT11 Revenus des placements
PRNT12 Produits des autres placements
PRNT13 Reprise de corrections de valeur sur placements
PRNT14 Profits provenant de la réalisation des placements
CHNT1 Charges des placements (assurance et/ou réassurance non vie)
CHNT11 Charges de gestion des placements, y compris les charges d'intérêt
CHNT12 Correction de valeur sur placements
CHNT13 Pertes provenant de la réalisation des placements
Produits des placements alloués, transférés à l'état de résultat
CHNT2
technique de l'assurance et/ou de la réassurance non vie
PRNT2 Autres produits non techniques
CHNT3 Autres charges non techniques
Résultat provenant des activités ordinaires
CHNT4 Impôts sur le résultat
Résultat provenant des activités ordinaires après impôts
PRNT4 Gains extraordinaires
CHNT5 Pertes extraordinaires
Résultat extraordinaire
Résultat net de l'exercice
CHNT6/PRNT5 Effet des modifications comptables (nets d'impôt)
Résultat net de l'exercice après modifications comptables",,"+/-
+/-
+
+
+
+
-
-
-
-
+
-
-
+
-",,,,,"934 873
11 608 594
54 157 603
0
54 157 603
443 657
6 247 790
6 691 447
904 377","-5 487 684
8 158 589
50 269 346
0
50 269 346
2 420 855
932 585
3 353 440
997 410","-133 141
14 438 937
88 785 947
0
88 785 947
2 640 393
3 362 810
6 003 203
2 657 556",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,6,1,,,,,,,,"1 506 959
219","2 793 966
350 057","3 422 620
632 264",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,6,1,,,,,,,,"2 411 555
39 758 638
2 978 138","4 141 433
33 684 838
3 405 053","6 712 440
59 591 480
3 875 477",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,6,1,,,,,,,,"2 469 538
31 730 924","5 099 508
16 772 965","3 843 848
42 822 655",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,6,1,,,,,,,,8 633 200,1 833 650,10 785 200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,6,1,,,,,,,,"23 097 724
0
1 780 610
-1 780 610
21 317 114
0
21 317 114","14 939 315
0
209 596
-209 596
14 729 719
0
14 729 719","32 037 455
0
2 224 449
-2 224 449
29 813 006
0
29 813 006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,7,1,"Engagements reçus
Cautions reçues
Cautions agents généraux",,,,,,,,,,,,,,,,,"3 505 525
4 347 000","3 451 356
4 215 000","3 462 852
4 346 000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,7,1,TOTAL,,,,,,,,,,,,,,,,,7 852 525,7 666 356,7 808 852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,7,1,"Engagements données
Cautions données
Titres et actifs acquis avec engagement de revente
Autres",,,,,,,,,,,,,,,,,"8 276 302
332 800
40 000 000","7 736 085
332 800","7 652 945
332 800
40 000 000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,7,1,TOTAL,,,,,,,,,,,,,,,,,48 609 102,8 068 885,47 985 745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,8,1,,,,,,,,,,,,,,,,,,,,,"Flux de trésorerie liés à l'exploitation
Encaissements des primes reçues des assurés
Sommes versées pour paiement des sinistres
Encaissements des primes reçues (acceptation)
Sommes versées pour paiement des sinistres (acceptation)
Commissions versés sur les acceptations
Décaissements des primes pour les cessions
Encaissements des sinistres pour les cessions
Commissions reçues sur les acceptations
Commissions versées aux intermédiaires
Sommes versées aux fournisseurs et au personnel
Variation des dépôts auprès des cédantes
Variation des espéces reçus des cessionnaires
Décaissements liés à l'acquisition de placements financiers
Encaissements liés à la cession de placements financiers
Taxes et impôts versés au trésor
Produits financiers reçus
Autres mouvements","215 405 358
-125 972 553
0
0
0
-24 577 211
3 235 002
5 507 796
-21 023 351
-23 802 746
0
-1 032 622
-22 000 000
47 373 904
-52 053 448
57 466 600
15 718 888","222 592 058
-140 613 933
152 009
0
-31 466
-13 947 277
1 496 210
2 951 380
-20 314 743
-23 379 038
0
495 924
-33 071 700
70 374 232
-46 670 547
56 177 833
-11 538 793","453 747 035
-269 069 685
179 805
-1 554 480
-31 466
-35 261 099
10 370 531
7 684 798
-46 697 347
-46 763 004
0
2 934 282
-82 822 333
88 513 223
-89 132 206
102 098 043
-31 586 846",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,8,1,,,,,,,,,,,,,,,,,,,,,Flux de trésorerie provenant de l'exploitation,74 245 617,64 672 150,62 609 251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,8,1,,,,,,,,,,,,,,,,,,,,,"Flux de trésorerie liés aux activités d'investissement
Décaissement provenant de l'acquisition d'immobilisations corporelles et incorporelles
Encaissements provenant de la cession d'immobilisations corporelles et incorporelles
Décaissements provenant de l'acquisition de terrains et constructions déstinés à l'exploitation
Encaissements provenant de l'acquisition de terrains et constructions déstinés à l'exploitation
Décaissements provenant de l'acquisition de placements auprès d'entreprises liés
ou avec lien de participation
Encaissements provenant de la cession de placements auprès d'entreprises liés
ou avec lien de participation","-3 222 122
0
0
0
-20 626 800
5 908 605","-1 874 258
27 887
0
10 000
-24 899 943
0","-2 882 830
27 887
0
10 000
-24 899 943
0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,8,1,,,,,,,,,,,,,,,,,,,,,Flux de trésorerie affectés aux activités d'investissement,-17 940 317,-26 736 314,-27 744 886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,8,1,,,,,,,,,,,,,,,,,,,,,"Flux de trésorerie liés aux activités de financement
Encaissements suite à l'émission d'actions
Dividendes et autres distributions","0
-19 376 590","0
-14 830 695","0
-14 830 695",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,8,1,,,,,,,,,,,,,,,,,,,,,Flux de trésorerie affectés aux activités de financement,-19 376 590,-14 830 695,-14 830 695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,8,1,,,,,,,,,,,,,,,,,,,,,Variation de trésorerie,36 928 710,23 105 141,20 033 670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,8,1,,,,,,,,,,,,,,,,,,,,,Trésorerie au début de l'exercice,28 180 945,8 147 274,8 147 274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,8,1,,,,,,,,,,,,,,,,,,,,,Trésorerie à la clôture de l'exercice,65 109 655,31 252 416,28 180 945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,Brute au,,Nette au,,,Nette au,,,Nette au,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,30/06/2025,,30/06/2025,,,30/06/2024,,,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,16,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,au 30/06/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,17,1,,,,,,,,,,,,,,,,,,,,,,,,,,Brute au,,Nette au,,,Nette au,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,17,1,,,,,,,,,,,,,,,,,,,,,,,,,,30/06/2025,,30/06/2025,,,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,17,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,au,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,17,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,18,3,,,,,,,,11 698 418,5 549 690,10 346 106,,,,,,,,,,,,,,,Dépôt auprès de la TGT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,18,3,,,,,,,,0,0,0,,,,,,,,,,,,,,,Placements en devises,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,18,3,,,,,,,,266 315,266 314,266 315,,,,,,,,,,,,,,,Autres dépôts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,18,3,,,,,,,,11 964 733,5 816 004,10 612 421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,18,4,,,,,,,,1 816 690,1 842 915,1 890 534,,,,,,,,,,,,,,,Dépôts en garantie des PPNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,18,4,,,,,,,,2 807 894,2 708 980,2 776 425,,,,,,,,,,,,,,,Dépôts en garantie des PSAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,18,4,,,,,,,,4 624 584,4 551 895,4 666 959,,,,,,,,,,,,,,,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,19,1,,,,,,,,12 880 926,12 043 960,12 618 499,,,,,,,,,,,,,,,Provision pour primes non acquises,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,19,1,,,,,,,,1 779 924,2 050 995,572 719,,,,,,,,,,,,,,,Provision pour sinistres vie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,19,1,,,,,,,,82 447 008,82 178 260,78 171 670,,,,,,,,,,,,,,,Provision pour sinistres non‐vie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,19,1,,,,,,,,3 672 097,3 954 603,2 795 490,,,,,,,,,,,,,,,Prov. pour part. des assurés aux bénéfices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,19,1,,,,,,,,100 779 955,100 227 818,94 158 378,,,,,,,,,,,,,,,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,19,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,au,,au,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,19,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30/06/2025,,30/06/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,19,2,,,,,,,,,,,,,,,,,,,,,,,,,"AC61 Créances nées
d'opérations
d'assurances directe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,19,2,,,17 434 655,,,,,,,,,,,,,,,,,,,,,,AC611 Primes acquises,,,,,,,17 434 655,,,,,,,,,,,0,,13 949 675,19 225 180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,19,2,,,,,,,,,,,,,,,,,,,,,,,,,et non émises,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,19,2,,,,,,,,,,,,,,,,,,,,,,,,,"Primes acquises et non
22 096 548
émises brutes 0 22 096 548 18 861 058 23 963 391
Primes à annuler ‐4 661 893 0 ‐4 661 893 ‐4 911 384 ‐4 738 211",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,19,2,,,217 486 610,,,,,,,,,,,,,,,,,,,,,,AC612 Créances nées,,,,,,,156 295 640,,,,,,,,,,,61 190 970,,131 898 879,118 470 391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,19,2,,,,,,,,,,,,,,,,,,,,,,,,,d'opérations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,19,2,,,,,,,,,,,,,,,,,,,,,,,,,d'assurance direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,19,2,,,,,,,,,,,,,,,,,,,,,,,,,"Créances sur les assurés
et sur intermédiaires 178 148 480 27 958 741 150 189 739 120 570 796 113 007 114",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,19,2,,,,,,,,,,,,,,,,,,,,,,,,,Créances contentieuses 21 550 235 19 688 437 1 861 798 660 080 1 696 214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,19,2,,,,,,,,,,,,,,,,,,,,,,,,,Autres créances 17 787 895 13 543 792 4 244 103 10 722 004 3 767 063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,19,2,,,45 938 875,,,,,,,,,,,,,,,,,,,,,,AC613 Créances,,,,,,,38 517 298,,,,,,,,,,,7 421 577,,40 395 256,42 623 970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,19,2,,,,,,,,,,,,,,,,,,,,,,,,,indemnisées subrogées,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,19,2,,,,,,,,,,,,,,,,,,,,,,,,,à l'entreprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,19,2,,,,,,,,,,,,,,,,,,,,,,,,,d'assurances,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,19,2,,,,,,,,,,,,,,,,,,,,,,,,,Total,,,,68 612 547,,,,,,186 243 811,,,,,,,280 860 140,,212 247 593,,180 319 541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,19,2,,,,,,,,,,,,,,,,,,,,,,,,,"AC62 Créances nées
d'opérations de
réassurance",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,19,2,,,,,,,,,,,,,,,,,,,,,,,,,"Rétrocessionnaires 3 377 781 59 117 3 318 664 122 561 116 520
Cédants 175 637 1 260 079 ‐1 084 442 2 006 597 2 003 281
Cessionnaires 14 049 573 6 428 491 7 621 081 9 172 223 3 142 452",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,19,2,,,,,,,,,,,,,,,,,,,,,,,,,TOTAL,,,,7 747 688,,,,,,11 301 381,,,,,,,17 602 991,,9 855 303,,5 262 253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,19,2,,,,,,,,,,,,,,,,,,,,,,,,,AC63 autres créances,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,19,2,,,,,,,,,,,,,,,,,,,,,,,,,"Personnel 4 225 409 96 222 4 129 187 2 442 183 1 797 538
Etat, Orga,sécurité sociale 61 794 746 61 794 746 64 237 677 63 057 490
Autres débiteurs divers 5 172 572 2 363 714 2 808 858 3 700 606 3 102 378",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,19,2,,,,,,,,,,,,,,,,,,,,,,,,,Total,,,,2 459 936,,,,,,70 380 465,,,,,,,71 192 727,,68 732 791,,67 957 406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,19,2,,,,,,,,,,,,,,,,,,,,,,,,,Total General,,,,78 820 171,,,,,,267 925 657,,,,,,,369 655 858,,290 835 687,,253 539 200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,20,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Propres,Et,,,Propres Au,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,20,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31/12/2024,Imputations,,,30/06/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,20,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,21,1,,,,,,,,140 518 755,130 476 110,110 249 254,,,,,,,,,,,Provision pour primes non acquises,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,21,1,,,,,,,,122 594 568,100 820 758,111 141 143,,,,,,,,,,,Provision Mathématiques Vie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,21,1,,,,,,,,32 481 460,27 739 546,30 960 970,,,,,,,,,,,Provision pour Sinistres à Payer Vie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,21,1,,,,,,,,701 875 747,688 707 011,696 829 163,,,,,,,,,,,Provision pour Sinistres à Payer non‐Vie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,21,1,,,,,,,,7 739 499,8 142 306,8 131 533,,,,,,,,,,,Provision Mathématiques des Rentes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,21,1,,,,,,,,2 498 717,1 775 500,1 775 055,,,,,,,,,,,Provision pour Part. des Ass. Aux Bénéfices Vie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,21,1,,,,12 256 201,,,,,,10 903 669,,,,,,,,,,,Prov Provision Part. des Ass. Aux Bénéfices et aux,,,,,,,,,11 667 761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,21,1,,,,,,,,,,,,,,,,,,,,,ristournes non‐Vie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,21,1,,,,,,,,597 504,0,597 504,,,,,,,,,,,Provision pour Égalisation décès,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,21,1,,,,,,,,10 869 006,14 155 252,10 869 006,,,,,,,,,,,Provision pour risques en cours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,21,1,,,,,,,,,983 484 244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,21,2,,,,,,,,6 099 654,6 040 625,6 452 787,,,,,,,,,,,,,,,Dépôts en garantie des PPNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,21,2,,,,,,,,30 131 440,28 714 007,24 853 805,,,,,,,,,,,,,,,Dépôts en garantie des PSAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,21,2,,,,,,,,36 231 094,34 754 632,31 306 592,,,,,,,,,,,,,,,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,21,3,,,,,,,,32412 849,15 101 665,21 621 558,,,,,,,,,,,"Siège, agents d'assurances et succursales",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,21,3,,,,,,,,262 843,10 542 970,3 939 917,,,,,,,,,,,Autres Créditeurs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,21,3,,,,,,,,32675 692,25 644 635,25 561 475,,,,,,,,,,,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,21,4,,,,,,,,344 040,368 186,344 040,,,,,,,,,,,Rétrocessionnaires,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,21,4,,,,,,,,2257 167,2 302 895,2 287 398,,,,,,,,,,,Cédants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,21,4,,,,,,,,16964 263,12 438 444,14 880 031,,,,,,,,,,,Cessionnaires,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,21,4,,,,,,,,19565 470,15 109 525,17 511 469,,,,,,,,,,,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,22,1,,,,,,,,5 865 555,5 860 276,5 892 625,,,,,,,,,,,Dépôts et cautionnements reçus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,22,1,,,,,,,,5 431 751,11 251 852,10 397 388,,,,,,,,,,,Personnel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,22,1,,,,,,,,10099 171,10 433 833,10 733 873,,,,,,,,,,,"État, Organisme de sécurité sociale",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,22,1,,,,,,,,29072 753,15 640 264,11 857 749,,,,,,,,,,,Autres Créditeurs divers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR,22,1,,,,,,,,50469 230,43 186 225,38 881 636,,,,,,,,,,,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
